Id_Tarifs,Object_id,Description,Tarif Montant,Tarif libellé,,Mini
45f67e6c,f5205cba,,10,article,,À partir de
77370353,e6d7c9a1,,50,produit,,À partir de
fe9af985,d184f7a2,à partir de 2 nuits,450,week-end/nuit,,À partir de
da4b0727,90d57727,la prestation,20,,,À partir de
5b926d2d,e79ea8ed,à partir de 3 nuits,140,nuit,,À partir de
e0a5c088,6ecbd497,à partir de 7 nuits,650,semaine,,À partir de
dd1b7966,6ecbd497,,15,pers.,,À partir de
998cc112,6ecbd497,4 personnes,140,nuit,,À partir de
26b5f7fb,6ecbd497,4 personnes,280,week-end,,À partir de
1c0a996f,a0fddb84,à partir de 2 nuits,270,nuit,,À partir de
26e73b92,8ca02e8c,à partir de 2 nuits,270,nuit,,À partir de
1f3fdb41,rec9VUy4xPzBe6RkX,,92,chambre double avec petit déjeuner/nuit,,À partir de
da3323ad,rec9VUy4xPzBe6RkX,petit-déjeuner,85,pers./nuit,,À partir de
9d171fa0,rec9VUy4xPzBe6RkX,,130,nuit/chambre familiale avec petit-déjeuner,,À partir de
c3489c9d,53d4d0fe,,60,pers.,,À partir de
c9eefa54,1c92c8fa,,7,,,À partir de
01a49a53,fe196259,Le café,2,,,À partir de
28396399,4543234a,basse saison,80,,,À partir de
93c05276,4543234a,haute saison,100,,,À partir de
f6a5ebd3,deb41a00,l'atelier,49,,,À partir de
"c56b1623,f5c25043,,""1,6"",produit,,À partir de"
8ac1138e,9cf70c46,/nuit pour 2 personnes,120,nuit,,À partir de
86cf36c6,ebed52c4,A partir de 3 nuits minimum,105,nuit,,À partir de
19494464,fbe4184b,,20,repas,,À partir de
4a2591db,f62afb0c,,60,nuit,,À partir de
1f795447,8a552b4a,,2,produit,,À partir de
c2c5a34e,86b3c972,,200,nuit,,À partir de
00f41ea8,9fc6e702,à partir de 2 nuits,100,nuit,,À partir de
70326fc7,9cf1c808,,60,pers.,,À partir de
8ef4ee05,d09b00bc,,145,nuit,,À partir de
43050843,6af31d20,,150,nuit,,À partir de
f2310269,237d3fcf,à partir de 2 nuits,290,,,À partir de
501be2da,rec1RPdKGg2xh4SQ3,,430,week-end,,À partir de
02fc73fd,rec1RPdKGg2xh4SQ3,,408,semaine,,À partir de
68b2dc85,rec5zED36Is1fQBbm,,143,,,À partir de
2249f844,c6d5eae0,,1,produit,,À partir de
df9ebfb1,0c52f4d6,à partir de 2 nuits,170,,,À partir de
d2d70a30,recnhduaXvdeVbMyx,,25,pers.,,À partir de
797e80fe,recIzyi9rbojMjaQa,,80,,,
1ab9e6a1,2a93f4f3,à partir de 4 nuits,95,nuit,,À partir de
"2cfb3247,de4e1be5,,""2,8"",produit,,À partir de"
b43cc2c6,828017bf,,169,pers.,,À partir de
6400b347,dea8c68c,,119,,,À partir de
b418602f,b2b00f8b,,119,,,À partir de
5a40e00b,9fea8c0e,,160,pers.,,
2bb3f864,9fea8c0e,,80,enfant,,
0f986356,88d1f2e1,,85,week,,
a04141b8,88d1f2e1,,75,semaine,,
8b6d259a,59c9b4b0,,85,week-end,,
639c9d49,59c9b4b0,,75,semaine,,
ba14ffb0,516604dd,la journée,136,,,
0f63b0f7,rechFFrgz5BbO2egc,,83,,,À partir de
62487ecb,f373d39c,,2,enfant,,
6b8c5c1f,f373d39c,Adulte,3,pers.,,
ea1167d7,c58d3d10,,184,nuit,,
7265d725,c58d3d10,à partir de 2 nuits,369,,,
bb256cad,0753592a,,80,nuit,,
aeb169fb,fda49707,,133,,,À partir de
"7c86cb6f,e2a3dddd,,""4,5"",produit,,"
"7b336914,e2a3dddd,,""3,5"",produit,,"
a62299b6,38bee07f,/nuit /personne à partir de 2 pax,35,pers.,,À partir de
15637e9c,9a8f7c6d,,14,repas,,À partir de
463fcfd2,5E9276CCD3,,10,pers.,,À partir de
5c70add2,50a9f771,jacuzzi,150,chambre double,,À partir de
4ed79c53,223f278c,,25,article,,À partir de
f65a299d,ad7f596b,à partir de 2 nuits,360,nuit,,À partir de
b219765f,ad7f596b,,800,week-end,,À partir de
54ad8bf0,ca865c08,,150,nuit,,À partir de
0fbccc72,a164d04c,par nuit,100,,,À partir de
19ddc302,a311fc46,à partir de 2 nuits,140,nuit,,À partir de
2d936c7e,fe3e77ff,par nuit,130,,,À partir de
2a0ef2cd,4c8bf0e8,/semaine pour 2 personnes,353,,,À partir de
acd37a16,4c8bf0e8,/semaine pour 2 personnes,339,,,À partir de
7809c341,91af577f,,40,,,À partir de
fc5754c7,recsIeI9EbAWzHyOB,,10,,,À partir de
8507c2e5,3a4f632f,,200,,,À partir de
dd99ec45,40de15c1,,60,nuit,,À partir de
cba654ef,c51a5142,,140,nuit,,À partir de
6a5894ed,989bb74a,,65,,,À partir de
3caa0103,b716cbe7,à partir de 2 nuits,385,,,À partir de
2e4129e7,50a9f771,Chambre standard,90,chambre double,,À partir de
640cfda9,50a9f771,petit-déjeuner,10,,,À partir de
83af35c8,6183ed99,,257,,,À partir de
3a876d5a,2411e9e5,le massage de 1h,100,,,À partir de
6c7fc705,2411e9e5,le massage de 30min,40,,,À partir de
e36cef78,2411e9e5,Le massage de 1h30,150,,,À partir de
66ecf971,022C4A9B1C,,20,,,À partir de
278ee025,099dc85a,,100,,,À partir de
eecb2066,b74cbb62,à partir de 2 nuits,300,,,À partir de
f47777b6,cdbfafea,,100,,,À partir de
7e0cf8ed,7c8e2c3e,à partir de 7 nuits,22,nuit,,À partir de
24ccf7a7,7f5f40e8,,70,nuit,,À partir de
"305dff3d,rec3mYOqM2ldm5hdI,Repas,""12,5"",repas/enfant,,À partir de"
efab1c1d,rec3mYOqM2ldm5hdI,Repas,27,repas,,À partir de
206bfa90,recVBxXzaBHzsZOaD,,275,semaine,,À partir de
7cba054c,e1affab8,,15,produit,,À partir de
d98b0375,18b25ce7,,85,nuit,,À partir de
fc728e5d,f8c147fe,à partir de 2 nuits,500,,,À partir de
57208d3e,recm1N1ZbnALAYkhe,,140,,,À partir de
9afb0fef,f6e247f4,à partir de 2 nuits,200,,,À partir de
2dd6aabe,31c1d557,à partir de 4 nuits,400,,,À partir de
13fd9076,352ab9ee,,400,,,À partir de
cc32da16,ad68cb5d,,120,,,À partir de
410d5d88,848d4886,le massage de 30min,40,,,À partir de
bdb94d36,848d4886,Le massage de 1h30,80,,,À partir de
9de7a478,004315a7,à partir de 2 nuits,400,,,À partir de
7c61a369,d7e43f3b,A partir de 3 nuits minimum,300,,,À partir de
8b4c11a5,b414150e,/nuit pour 2 personnes,95,nuit,,À partir de
6104cbce,39c50266,à partir de 2 nuits,400,,,À partir de
70a84eaa,b414150e,le week-end (vendredi au dimanche),330,,,À partir de
a2b17121,f8c147fe,à partir de 2 nuits,89,,,À partir de
a7eb9a24,49342f66,par nuit,80,,,À partir de
13ebf283,49342f66,semaine,520,,,À partir de
19864ceb,49342f66,par nuit,75,,,À partir de
a5a2b314,6acc7667,le week-end,650,,,À partir de
a8784ef2,17589b4c,,20,,,À partir de
f1251e86,17589b4c,,30,,,À partir de
b55fb86c,cb9b8ef9,,80,,,À partir de
a6fad8e0,2ebf141a,,120,nuit,,À partir de
0b0cb389,5e8190a3,à partir de 2 nuits,150,,,À partir de
62ef2daa,95b96890,,250,,,À partir de
a2b8d5ee,2fc0da0f,,35,,,À partir de
21bc13cd,8e6858f0,à partir de 2 nuits,200,,,À partir de
c2c9c16a,4b957857,à partir de 2 nuits,120,,,À partir de
8c9c8e10,989d5201,à partir de 2 nuits,120,nuit,,À partir de
aad1cf0d,4b957857,à partir de 2 nuits,150,,,À partir de
064290eb,989d5201,à partir de 2 nuits,150,,,À partir de
47cb58e9,6c5daf60,à partir de 2 nuits,97,,,À partir de
"a1418ac4,f5d77505,,""2,5"",pers.,,À partir de"
5a049cb5,2805db88,,150,,,À partir de
75cbbdee,b4120054,,70,nuit,,À partir de
91d28cb0,b08a3e5c,Le cours,14,,,À partir de
73f29c96,recUBqeeg4AJGfuv4,à partir de 2 nuits,300,,,À partir de
e2fe8399,59a43d23,en semaine,50,,,À partir de
6688f04d,59a43d23,le week-end,60,,,À partir de
"08118b39,recunAFuk5TAReriR,,""3,5"",article,,À partir de"
b0030fdf,5c9e21e5,,100,,,À partir de
63bb83ce,db789d9c,,20,pers.,,À partir de
e770bd09,558a72e5,,740,week-end,,À partir de
a527d703,13e51a81,le week-end (vendredi au dimanche),450,,,À partir de
15a086e7,a626b82d,,180,,,À partir de
52368891,d7d60ec0,à partir de 2 nuits,160,,,À partir de
2bf73f5b,bee1c73f,à partir de 2 nuits,160,,,À partir de
dbbd9b19,rec3tQoHttdUUoQed,,100,,,À partir de
